timestamp,pid1,cpu1,mem1,pid2,cpu2,mem2,kb_wrtn
20210414-104342,4384,0.0,0.8,4420,0.0,0.8,0
20210414-104347,4384,56.2,0.8,4420,46.7,0.8,112
20210414-104352,4384,60.0,0.8,4420,60.0,0.8,60
20210414-104358,4384,60.0,0.8,4420,66.7,0.8,52
20210414-104403,4384,60.0,0.8,4420,53.3,0.8,568
20210414-104408,4384,66.7,0.8,4420,60.0,0.8,64
20210414-104414,4384,56.2,0.8,4420,50.0,0.8,52
20210414-104419,4384,0.0,0.8,4420,0.0,0.8,48
20210414-104424,4384,0.0,0.8,4420,0.0,0.8,68
20210414-104430,4384,0.0,0.8,4420,0.0,0.8,44
20210414-104435,4384,0.0,0.8,4420,0.0,0.8,536
20210414-104440,4384,0.0,0.8,4420,0.0,0.8,40
20210414-104446,4384,0.0,0.8,4420,0.0,0.8,44
20210414-104451,4384,60.0,0.8,4420,60.0,0.8,412
20210414-104457,4384,60.0,0.8,4420,60.0,0.8,44
20210414-104502,4384,60.0,0.8,4420,66.7,0.8,0
20210414-104507,4384,73.3,0.8,4420,60.0,0.8,464
20210414-104513,4384,60.0,0.8,4420,53.3,0.8,40
20210414-104518,4384,60.0,0.8,4420,60.0,0.8,40
20210414-104523,4384,0.0,0.9,4420,0.0,0.8,60
20210414-104529,4384,0.0,0.9,4420,0.0,0.8,432
20210414-104534,4384,0.0,0.9,4420,0.0,0.8,52
20210414-104539,4384,0.0,0.9,4420,0.0,0.8,52
20210414-104545,4384,0.0,0.9,4420,0.0,0.8,76
20210414-104550,4384,0.0,0.9,4420,0.0,0.8,64
20210414-104555,4384,60.0,0.9,4420,66.7,0.8,488
20210414-104601,4384,60.0,0.9,4420,66.7,0.8,76
20210414-104606,4384,60.0,0.9,4420,66.7,0.8,388
20210414-104611,4384,60.0,0.9,4420,60.0,0.8,68
20210414-104617,4384,53.3,0.9,4420,66.7,0.8,40
20210414-104622,4384,53.3,0.9,4420,66.7,0.8,40
20210414-104628,4384,0.0,0.9,4420,0.0,0.8,40
20210414-104633,4384,0.0,0.9,4420,0.0,0.8,52
20210414-104638,4384,0.0,0.9,4420,0.0,0.8,60
20210414-104644,4384,0.0,0.9,4420,0.0,0.8,476
20210414-104649,4384,0.0,0.9,4420,0.0,0.8,100
20210414-104654,4384,0.0,0.9,4420,0.0,0.8,364
20210414-104700,4384,60.0,0.9,4420,60.0,0.8,56
20210414-104705,4384,66.7,0.9,4420,73.3,0.8,56
20210414-104710,4384,60.0,0.9,4420,66.7,0.8,76
20210414-104716,4384,60.0,0.9,4420,56.2,0.8,44
20210414-104721,4384,73.3,0.9,4420,60.0,0.8,40
20210414-104726,4384,60.0,0.9,4420,60.0,0.8,64
20210414-104732,4384,0.0,0.9,4420,0.0,0.8,516
20210414-104737,4384,0.0,0.9,4420,0.0,0.8,48
20210414-104742,4384,0.0,0.9,4420,0.0,0.8,40
20210414-104748,4384,0.0,0.9,4420,0.0,0.8,40
20210414-104753,4384,0.0,0.9,4420,0.0,0.8,60
20210414-104758,4384,0.0,0.9,4420,0.0,0.8,48
20210414-104804,4384,66.7,0.9,4420,60.0,0.8,1412
