timestamp,pid1,cpu1,mem1,pid2,cpu2,mem2,kb_wrtn
20210413-183141,27243,0.0,0.9,27273,0.0,0.9,204
20210413-183147,27243,73.3,0.9,27273,73.3,0.9,200
20210413-183152,27243,80.0,0.9,27273,73.3,1.0,124
20210413-183157,27243,86.7,0.9,27273,86.7,1.0,568
20210413-183203,27243,80.0,0.9,27273,75.0,1.0,92
20210413-183208,27243,73.3,0.9,27273,81.2,1.0,44
20210413-183214,27243,86.7,0.9,27273,93.3,1.0,72
20210413-183219,27243,0.0,0.9,27273,0.0,1.0,6516
20210413-183224,27243,0.0,0.9,27273,0.0,1.0,148
20210413-183230,27243,0.0,0.9,27273,0.0,1.0,400
20210413-183235,27243,0.0,0.9,27273,0.0,1.0,60
20210413-183240,27243,0.0,0.9,27273,0.0,1.0,36
20210413-183246,27243,80.0,0.9,27273,73.3,1.0,60
20210413-183251,27243,80.0,0.9,27273,80.0,1.0,80
20210413-183256,27243,66.7,0.9,27273,81.2,1.0,100
20210413-183302,27243,73.3,0.9,27273,80.0,1.0,360
20210413-183307,27243,73.3,0.9,27273,93.3,1.0,60
20210413-183313,27243,68.8,0.9,27273,73.3,1.0,68
20210413-183318,27243,0.0,0.9,27273,0.0,1.0,60
20210413-183323,27243,0.0,0.9,27273,0.0,1.0,6428
20210413-183329,27243,0.0,0.9,27273,0.0,1.0,184
20210413-183334,27243,0.0,0.9,27273,0.0,1.0,380
20210413-183339,27243,0.0,0.9,27273,0.0,1.0,64
20210413-183345,27243,0.0,0.9,27273,0.0,1.0,76
20210413-183350,27243,80.0,0.9,27273,73.3,1.0,1268
20210413-183355,27243,68.8,0.9,27273,80.0,1.0,72
20210413-183401,27243,68.8,0.9,27273,80.0,1.0,44
20210413-183406,27243,73.3,0.9,27273,80.0,1.0,48
20210413-183412,27243,73.3,0.9,27273,80.0,1.0,44
20210413-183417,27243,0.0,0.9,27273,0.0,1.0,48
20210413-183422,27243,0.0,0.9,27273,0.0,1.0,5420
20210413-183428,27243,0.0,0.9,27273,0.0,1.0,484
20210413-183433,27243,6.7,0.9,27273,0.0,1.0,56
20210413-183438,27243,0.0,0.9,27273,0.0,1.0,40
20210413-183444,27243,6.7,0.9,27273,0.0,1.0,36
20210413-183449,27243,80.0,0.9,27273,80.0,1.0,968
20210413-183454,27243,80.0,0.9,27273,80.0,1.0,60
20210413-183500,27243,86.7,0.9,27273,81.2,1.0,48
20210413-183505,27243,93.3,0.9,27273,100.0,1.0,608
20210413-183511,27243,80.0,1.2,27273,80.0,1.1,128
20210413-183516,27243,26.7,1.2,27273,33.3,1.1,64
20210413-183521,27243,0.0,1.2,27273,0.0,1.1,6628
20210413-183527,27243,0.0,1.2,27273,0.0,1.1,12
20210413-183532,27243,0.0,1.2,27273,0.0,1.1,56
20210413-183537,27243,0.0,1.2,27273,0.0,1.1,516
20210413-183543,27243,0.0,1.2,27273,0.0,1.1,56
20210413-183548,27243,0.0,1.2,27273,6.2,1.1,140
20210413-183553,27243,86.7,1.2,27273,86.7,1.1,96
20210413-183559,27243,93.3,1.2,27273,86.7,1.1,96
20210413-183604,27243,73.3,1.2,27273,81.2,1.1,44
20210413-183609,27243,93.3,1.2,27273,80.0,1.1,464
20210413-183615,27243,86.7,1.2,27273,93.8,1.1,124
20210413-183620,27243,0.0,1.2,27273,0.0,1.1,44
20210413-183626,27243,0.0,1.2,27273,0.0,1.1,7364
20210413-183631,27243,0.0,1.2,27273,0.0,1.1,36
20210413-183636,27243,0.0,1.2,27273,0.0,1.1,52
20210413-183642,27243,0.0,1.2,27273,0.0,1.1,40
20210413-183647,27243,0.0,1.2,27273,0.0,1.1,440
20210413-183652,27243,80.0,1.2,27273,93.3,1.1,120
20210413-183658,27243,73.3,1.2,27273,86.7,1.1,76
20210413-183703,27243,73.3,1.2,27273,100.0,1.1,48
20210413-183708,27243,75.0,1.2,27273,86.7,1.1,48
20210413-183714,27243,80.0,1.2,27273,93.3,1.1,88
20210413-183719,27243,86.7,1.2,27273,80.0,1.1,480
20210413-183725,27243,0.0,1.2,27273,0.0,1.1,7120
20210413-183730,27243,0.0,1.2,27273,0.0,1.1,60
20210413-183735,27243,0.0,1.2,27273,0.0,1.1,36
20210413-183741,27243,0.0,1.2,27273,0.0,1.1,40
20210413-183746,27243,0.0,1.2,27273,0.0,1.1,36
20210413-183751,27243,66.7,1.2,27273,60.0,1.1,60
20210413-183757,27243,75.0,1.2,27273,80.0,1.1,496
20210413-183802,27243,80.0,1.2,27273,93.3,1.1,80
20210413-183807,27243,80.0,1.2,27273,86.7,1.1,44
20210413-183813,27243,66.7,1.2,27273,112.5,1.2,44
20210413-183818,27243,73.3,1.3,27273,80.0,1.2,44
20210413-183824,27243,0.0,1.3,27273,0.0,1.2,96
20210413-183829,27243,0.0,1.3,27273,0.0,1.2,7652
20210413-183834,27243,0.0,1.3,27273,0.0,1.2,528
20210413-183840,27243,0.0,1.3,27273,0.0,1.2,200
20210413-183845,27243,0.0,1.3,27273,0.0,1.2,36
20210413-183850,27243,0.0,1.3,27273,0.0,1.2,36
20210413-183856,27243,86.7,1.3,27273,86.7,1.2,60
20210413-183901,27243,80.0,1.3,27273,86.7,1.2,64
20210413-183906,27243,80.0,1.3,27273,80.0,1.2,68
