timestamp,pid1,cpu1,mem1,pid2,cpu2,mem2,kb_wrtn
20210413-145621,32168,0.0,0.8,32203,0.0,0.8,0
20210413-145626,32168,60.0,0.8,32203,56.2,0.8,284
20210413-145632,32168,60.0,0.8,32203,56.2,0.8,36
20210413-145637,32168,60.0,0.8,32203,53.3,0.8,164
20210413-145642,32168,50.0,0.8,32203,53.3,0.8,52
20210413-145648,32168,60.0,0.8,32203,56.2,0.8,40
20210413-145653,32168,53.3,0.8,32203,60.0,0.8,400
20210413-145658,32168,0.0,0.8,32203,0.0,0.8,76
20210413-145704,32168,0.0,0.8,32203,0.0,0.8,80
20210413-145709,32168,6.7,0.8,32203,0.0,0.8,116
20210413-145714,32168,0.0,0.8,32203,0.0,0.8,372
20210413-145720,32168,0.0,0.8,32203,0.0,0.8,72
20210413-145725,32168,60.0,0.8,32203,53.3,0.8,36
20210413-145731,32168,60.0,0.8,32203,62.5,0.8,52
20210413-145736,32168,60.0,0.8,32203,66.7,0.8,36
20210413-145741,32168,66.7,0.8,32203,66.7,0.8,36
20210413-145747,32168,62.5,0.8,32203,73.3,0.8,56
20210413-145752,32168,66.7,0.8,32203,66.7,0.8,464
20210413-145757,32168,0.0,0.8,32203,0.0,0.8,108
20210413-145803,32168,0.0,0.8,32203,0.0,0.8,336
20210413-145808,32168,0.0,0.8,32203,0.0,0.8,36
20210413-145813,32168,0.0,0.8,32203,0.0,0.8,36
20210413-145819,32168,0.0,0.8,32203,0.0,0.8,372
20210413-145824,32168,0.0,0.8,32203,0.0,0.8,36
20210413-145829,32168,62.5,0.8,32203,60.0,0.8,0
20210413-145835,32168,53.3,0.8,32203,53.3,0.8,48
20210413-145840,32168,60.0,0.8,32203,60.0,0.8,76
20210413-145846,32168,62.5,0.8,32203,73.3,0.8,36
20210413-145851,32168,56.2,0.8,32203,62.5,0.8,56
20210413-145856,32168,60.0,0.8,32203,60.0,0.8,720
20210413-145902,32168,0.0,0.8,32203,0.0,0.8,48
20210413-145907,32168,0.0,0.8,32203,0.0,0.8,44
20210413-145912,32168,0.0,0.8,32203,0.0,0.8,72
20210413-145918,32168,0.0,0.8,32203,0.0,0.8,56
20210413-145923,32168,0.0,0.8,32203,0.0,0.8,348
20210413-145928,32168,0.0,0.8,32203,0.0,0.8,84
20210413-145934,32168,60.0,0.8,32203,60.0,0.8,52
20210413-145939,32168,60.0,0.8,32203,60.0,0.8,60
